follower_count,likes,comments,shares,saves,hashtag_count,post_type,hour_of_day,day_of_week,account_age_days,reach,reach_tier
1245,43,2,1,1,16,image,13,5,2922,2169,0
1000,46,2,0,1,10,image,1,5,2322,1198,0
92472,1980,130,40,208,2,image,17,0,2127,33909,2
634381,18942,1062,250,1802,25,video,11,1,158,449568,2
3441,76,5,2,3,11,video,2,3,1609,3578,0
1000,25,0,0,1,20,image,8,3,2042,1972,0
1000,34,1,0,2,29,reel,10,6,2755,5752,1
5221,432,23,8,16,11,image,21,5,697,5060,1
4584,206,14,2,21,4,reel,15,1,2200,6354,1
2509,152,10,7,9,12,video,9,1,335,2517,0
12069,315,24,13,28,29,reel,23,0,2962,18031,2
16503,271,17,3,23,0,video,15,3,221,12224,2
14494,830,28,35,93,8,image,23,1,2089,14260,2
4586,161,5,6,15,1,reel,10,3,3490,3660,0
1115,77,3,3,2,23,reel,20,4,1299,4952,1
26862,706,41,31,31,4,reel,19,5,495,38828,2
8287,33,1,0,2,8,reel,17,3,2383,9162,1
40096,1930,46,37,74,7,image,22,2,1331,26086,2
33595,705,34,31,46,1,reel,13,5,2441,26454,2
1000,18,1,0,2,28,reel,2,4,1733,3985,0
1000,40,1,0,1,11,reel,9,4,1294,2433,0
2079,10,0,0,0,25,video,0,6,118,4593,1
1210,85,3,2,4,16,reel,6,6,1367,4017,1
31553,1116,59,32,36,1,video,16,4,3378,31254,2
15250,931,57,31,36,5,image,3,1,3614,9941,1
58602,1677,54,22,65,0,reel,15,0,85,59917,2
16542,464,29,13,26,7,image,15,4,740,11445,1
11796,189,11,4,22,18,reel,13,1,3330,8728,1
70228,3468,134,35,297,3,image,16,6,3037,64246,2
18873,205,15,6,8,11,image,10,2,145,9917,1
9159,262,17,6,9,0,video,15,1,1571,7253,1
116403,2319,118,63,272,24,video,17,2,1515,45985,2
9969,84,2,1,3,10,image,14,4,3594,6560,1
4685,158,7,4,8,30,reel,16,2,2865,5375,1
1793,85,3,1,8,10,image,18,0,2823,1664,0
28722,650,23,6,51,15,reel,9,3,119,17619,2
75108,3499,205,144,176,15,image,21,3,2538,57640,2
7397,200,15,7,17,5,image,7,6,2962,4384,1
85327,2389,68,74,151,22,image,1,0,1527,49165,2
1000,20,1,0,1,27,image,23,5,1733,3405,0
7333,495,28,11,19,26,reel,20,2,947,14704,2
7538,152,9,2,16,13,image,9,0,1736,6451,1
2189,5,0,0,0,23,reel,5,0,1257,3804,0
591815,9054,385,376,275,12,reel,5,3,704,171353,2
7192,204,11,7,16,4,image,13,4,3623,2867,0
3889,179,6,7,11,21,reel,23,4,875,7886,1
8490,436,16,20,48,12,reel,7,5,709,13991,2
1000,4,0,0,0,11,image,16,1,2921,1193,0
2063,145,2,6,8,2,video,8,4,599,2620,0
47564,725,25,26,71,7,image,13,0,67,22588,2
2612,58,1,1,2,12,image,15,3,2153,2419,0
1822,49,1,1,2,22,image,18,6,1184,2741,0
85574,2283,98,65,226,12,image,17,4,2545,61458,2
90441,7318,192,94,688,5,image,5,5,1189,67015,2
20549,501,14,6,31,12,image,2,0,369,5721,1
3571,116,6,2,8,1,video,13,6,1010,1278,0
5265,232,13,4,18,14,reel,9,2,1478,6820,1
1905,25,1,0,2,15,image,6,5,1155,2471,0
1352,41,3,0,3,21,image,4,2,2190,2134,0
1236,68,4,3,5,1,image,20,4,473,837,0
2663,151,9,2,15,19,image,2,3,2384,3107,0
1258,112,4,5,6,24,video,3,5,633,3939,0
1000,30,0,0,2,25,video,8,6,2209,3815,0
12027,590,45,10,54,30,image,5,3,2047,10528,1
12360,718,55,11,47,21,video,1,0,620,8384,1
173065,6138,308,110,448,29,image,5,1,2063,122906,2
2433,103,5,2,4,10,image,8,2,3537,2054,0
13807,559,11,10,47,4,video,10,0,3396,5274,1
14226,650,18,28,56,0,video,12,3,2766,12859,2
5131,310,16,7,33,28,video,3,4,1957,5588,1
30939,3119,96,96,117,3,reel,23,3,2822,41231,2
32709,813,39,24,90,3,image,13,1,1615,20663,2
14608,199,13,7,7,22,reel,9,2,1151,18456,2
5114,151,10,7,14,10,reel,17,5,374,5072,1
4257,58,4,1,4,15,image,22,0,1784,3275,0
1000,60,2,1,3,2,reel,0,3,2695,1461,0
1899,50,2,2,5,13,image,12,5,3142,3050,0
2644,60,3,2,4,25,reel,21,6,1645,4827,1
1071,55,3,2,1,17,reel,5,3,2534,2865,0
17887,1235,98,51,94,6,image,20,2,2778,10781,1
69837,3260,119,85,254,4,image,14,4,900,20851,2
1580,103,2,3,9,20,video,1,2,730,3856,0
13496,88,3,2,5,21,image,20,5,2066,4727,1
1259,56,2,1,2,23,video,1,1,2257,3185,0
4680,101,4,4,6,3,image,17,2,199,1825,0
2338,83,3,2,6,11,video,13,2,2652,2076,0
23942,1543,54,48,121,1,image,19,5,1773,16248,2
2387,105,4,4,11,24,reel,7,3,1339,6499,1
50060,1816,111,33,98,7,video,2,5,1720,22208,2
5206,119,3,4,9,10,video,11,0,1767,6043,1
2516,25,1,1,2,17,reel,17,5,2638,3108,0
1000,14,0,0,0,4,reel,13,5,263,1671,0
12781,79,2,1,5,23,video,2,0,3094,3893,0
40594,838,17,9,100,14,image,15,0,1008,25677,2
13252,142,3,1,6,17,image,9,3,3144,6064,1
455839,29399,747,855,2399,22,video,17,6,625,479689,2
106257,8600,504,327,544,20,image,22,5,1332,113375,2
4658,331,25,8,11,1,reel,20,2,1386,4754,1
4571,120,3,4,11,3,image,23,6,668,1446,0
18872,1146,42,20,54,24,image,14,3,352,12821,2
1792,9,0,0,0,27,video,17,4,35,4085,1
66126,2074,104,50,140,7,video,2,6,3030,63757,2
15535,461,21,17,19,0,image,4,1,452,5716,1
12856,387,18,5,20,21,reel,3,5,2686,9273,1
27903,595,15,25,62,30,reel,17,2,91,20333,2
180068,3715,123,114,236,3,image,14,1,3164,102473,2
11022,830,64,40,44,2,reel,22,2,933,8646,1
6611,300,17,7,15,12,video,17,2,3461,6250,1
122479,910,33,40,75,19,image,20,4,1739,67350,2
46239,1765,135,46,93,14,reel,18,1,2072,49643,2
4547,113,4,1,12,14,reel,15,4,1759,5074,1
8179,413,11,15,14,14,video,12,4,2728,6700,1
11518,1141,88,19,50,30,image,3,5,815,13423,2
15541,266,15,11,18,8,image,14,4,1804,6904,1
1000,10,0,0,0,2,image,12,4,925,666,0
1000,25,0,1,2,16,video,23,6,2875,2761,0
1640,41,1,1,4,14,video,21,4,3135,3183,0
1427,12,0,0,1,8,reel,8,1,1973,2512,0
2543,143,4,5,15,29,image,4,5,2286,4532,1
25399,553,40,20,56,5,video,5,0,2696,9457,1
5978,207,13,7,9,4,video,11,2,1501,4347,1
11539,420,17,15,15,4,reel,23,1,1025,6909,1
1000,119,8,3,10,29,reel,20,5,3461,6157,1
3529,119,8,5,14,27,reel,22,6,2517,7562,1
23319,1220,87,26,127,29,image,5,2,118,21048,2
23645,1589,70,27,135,4,reel,0,6,2124,34063,2
2199,162,8,6,6,0,reel,16,6,1654,2549,0
10839,983,37,31,98,12,image,9,2,934,9785,1
424185,18558,515,854,1697,14,video,11,1,2887,491512,2
7850,198,14,9,22,7,video,17,3,2512,7571,1
2326,76,5,3,7,19,video,23,6,1708,3956,0
5926,268,6,8,10,19,reel,4,5,1370,8144,1
9565,234,14,9,19,20,reel,14,5,838,7242,1
6172,29,2,0,1,10,image,0,3,2307,1767,0
7658,138,7,1,9,0,image,12,2,3126,1433,0
1000,60,1,2,5,8,image,0,6,2413,1352,0
1432,56,1,2,6,5,reel,19,3,70,1647,0
6193,290,14,2,28,30,image,13,5,2460,7785,1
6018,76,5,3,2,26,video,6,5,1615,8357,1
2924,30,1,1,1,30,video,5,5,2505,4764,1
5892,126,5,2,7,23,image,15,6,1404,3031,0
9043,429,29,4,39,4,image,6,4,1541,4275,1
40172,2959,201,133,257,14,reel,9,3,1662,62393,2
6777,89,6,1,6,21,image,0,1,2291,6377,1
16620,769,54,14,52,2,image,8,0,3075,14712,2
3056,162,9,5,16,27,image,17,1,3313,5249,1
22692,2287,174,97,88,26,image,1,6,670,18155,2
15935,542,30,22,45,30,image,20,6,276,16413,2
38502,567,31,21,58,9,image,6,3,3046,10038,1
29267,1028,21,44,56,9,image,17,1,2865,10852,1
23382,1384,65,51,66,19,image,3,0,1037,17511,2
6787,589,13,20,53,24,video,3,1,496,10984,1
12592,230,17,3,10,8,image,20,1,485,6951,1
54957,3891,80,107,287,10,image,22,5,1715,28336,2
2505,113,4,3,12,10,reel,6,5,1053,5303,1
2614,174,13,1,6,19,video,23,0,624,3609,0
11232,378,25,9,42,3,reel,19,0,2969,14116,2
17111,2802,183,53,132,15,reel,6,5,2863,38069,2
1838,58,3,0,4,7,image,19,0,1946,1294,0
7082,70,1,2,2,21,video,23,4,164,5217,1
6841,282,10,5,26,23,reel,7,3,535,6058,1
1000,48,3,0,5,28,image,10,0,2568,2982,0
5457,160,11,6,9,11,image,6,4,1388,4426,1
6104,187,7,7,21,3,image,1,1,1483,2256,0
6072,464,16,16,44,7,reel,22,1,2980,8788,1
103636,10489,358,184,1226,6,image,13,2,989,75072,2
1000,19,1,0,1,0,reel,4,6,3571,867,0
1836,43,1,1,3,18,video,12,1,3507,2685,0
1000,41,0,0,4,20,video,18,1,2188,3133,0
3409,179,7,2,17,11,image,20,1,1087,2809,0
3975,358,19,9,38,8,image,18,6,3609,5707,1
3235,75,4,2,4,17,image,8,5,796,2372,0
59505,3223,130,51,145,4,reel,22,6,3164,53497,2
38143,1273,49,22,111,24,reel,18,6,1592,25951,2
9322,407,15,12,21,7,video,10,3,3143,6911,1
4158,303,17,9,20,21,image,18,1,1124,5328,1
51387,2130,78,67,227,20,video,23,2,2621,56269,2
7819,96,7,4,8,23,image,0,4,2665,4453,1
1857,123,4,1,14,16,reel,14,5,1380,5997,1
1000,15,1,0,0,4,image,16,3,139,622,0
3661,97,3,2,5,1,reel,20,0,1110,3988,0
31519,2142,124,85,105,0,video,11,2,2535,22711,2
487853,22451,1390,884,2646,4,video,8,3,2897,522339,2
9053,131,3,4,8,27,image,4,6,1558,5474,1
2043,77,3,2,8,3,video,9,4,3262,1307,0
1000,31,0,1,1,13,image,10,0,2868,1146,0
21884,380,19,15,21,15,image,19,3,398,15760,2
1000,57,4,0,5,19,image,20,6,1239,2733,0
21820,1321,73,32,113,3,image,12,2,1926,17931,2
35308,1403,87,61,108,2,image,16,2,95,20890,2
17770,903,33,28,62,26,reel,17,0,1023,29456,2
5456,310,14,4,22,21,reel,15,3,2793,7392,1
22401,1517,97,73,159,18,image,18,1,3122,15279,2
11022,635,17,31,27,3,image,1,6,509,6438,1
1996,125,3,3,4,21,image,11,1,2191,2948,0
226554,8988,300,281,274,24,reel,16,4,1760,244944,2
4302,15,0,0,1,26,reel,12,4,3121,7095,1
32740,140,10,4,14,1,reel,18,5,3046,12407,2
1000,51,1,2,4,17,reel,7,2,3478,3328,0
80631,4099,107,82,488,2,reel,22,0,3379,46692,2
113979,8634,244,191,732,10,image,2,1,2705,103843,2
8550,1059,34,48,80,10,image,19,3,920,9103,1
22154,861,36,21,70,4,reel,17,2,933,29776,2
22144,497,15,24,54,6,image,1,2,3064,9144,1
2547,33,0,0,1,28,image,5,0,2561,3656,0
21694,1127,31,11,81,30,reel,22,2,2840,27955,2
1890,57,3,2,3,16,reel,16,3,1049,3819,0
2708,68,3,1,7,13,image,19,1,3374,3216,0
61604,1954,126,73,91,30,video,20,5,646,63995,2
46834,1911,58,22,61,14,image,0,4,2981,20924,2
2272,102,3,4,8,13,image,20,2,1245,2408,0
2163,48,3,0,4,1,image,17,3,354,1199,0
2534,53,1,2,3,4,reel,5,5,3005,2119,0
30295,1055,48,51,82,15,image,7,0,3449,20607,2
1339,64,2,0,5,9,reel,9,2,3544,2559,0
15399,685,14,16,42,1,image,14,5,119,7035,1
31080,1093,58,42,74,22,image,6,5,1673,10691,1
6912,55,2,2,2,19,image,6,1,1274,3789,0
49916,973,38,23,96,1,reel,12,4,1245,26352,2
4685,86,4,4,5,30,reel,17,4,1439,5346,1
5514,236,10,10,20,7,image,10,4,98,3566,0
1395,201,9,7,13,10,video,4,6,1787,3010,0
50560,2258,160,57,100,5,image,2,1,299,18830,2
2039,89,5,2,8,25,image,20,2,881,3183,0
15208,432,15,16,29,29,image,11,3,2634,5404,1
7126,207,7,7,9,29,image,1,4,478,8169,1
1218,14,0,0,1,3,reel,8,4,2470,1371,0
2707,72,2,2,7,30,video,0,6,3060,4467,1
97652,8605,640,373,821,1,reel,4,1,3571,133055,2
11649,631,44,18,51,23,reel,3,4,2354,17536,2
1317,47,1,1,4,20,reel,22,1,3223,3329,0
14038,882,60,20,55,26,image,9,6,1749,14302,2
6229,75,2,1,4,16,image,4,0,3299,5407,1
4062396,89993,1934,1137,7495,10,image,15,0,2834,3135423,2
13537,566,43,14,54,20,image,23,6,3352,6699,1
4084,168,11,5,12,18,image,11,2,3343,3745,0
104406,2720,134,109,300,5,image,4,2,2524,46027,2
1000,110,7,1,7,20,video,11,4,840,2842,0
9602,328,8,7,20,21,image,14,0,200,7998,1
293599,7770,500,328,530,6,video,20,3,1199,344114,2
6573,350,27,5,32,19,image,3,2,1104,5877,1
1000,35,2,1,1,9,image,13,1,3413,1079,0
3973,367,16,12,22,16,image,1,1,166,2763,0
111094,1142,46,54,110,11,video,12,2,1999,41075,2
15945,296,21,11,23,20,reel,0,3,3607,15738,2
1790,176,6,8,10,2,reel,10,5,1048,2329,0
2360,73,5,2,6,5,reel,11,1,2127,3045,0
2958,118,4,2,13,14,image,23,5,602,3552,0
15524,639,17,26,48,20,reel,4,1,1552,12931,2
90106,1259,42,23,121,24,reel,5,4,3610,105249,2
53871,1196,61,38,57,5,reel,13,2,2462,47525,2
18413,714,19,17,51,20,image,3,6,1967,11831,1
1000,9,0,0,0,30,reel,1,4,3541,4326,1
1000,18,1,0,2,19,video,11,3,3152,2067,0
21159,1364,34,60,67,1,image,5,0,1033,18331,2
1000,17,0,0,1,18,image,16,5,2332,2090,0
5399,270,11,13,18,11,image,2,6,2382,6144,1
14009,360,21,15,26,0,reel,0,0,1636,8178,1
1045,12,0,0,0,12,reel,5,3,691,2349,0
1282,53,3,0,2,0,video,20,6,3137,1237,0
6840,338,14,8,17,3,image,13,4,615,3534,0
20061,324,16,4,20,5,image,6,6,1320,5231,1
54761,3100,86,107,300,6,image,14,5,928,44765,2
24165,538,26,7,50,28,video,15,6,2812,26185,2
9251,386,10,10,46,7,image,10,2,385,7684,1
2115,161,8,5,6,26,video,4,6,1671,5637,1
1178,41,1,1,4,5,image,8,1,3084,831,0
3230,191,12,8,9,17,image,20,5,3279,4812,1
16947,187,8,3,14,10,image,16,3,780,6291,1
14852,151,8,4,7,11,image,8,0,1852,5659,1
1000,14,0,0,1,16,reel,21,4,1799,3271,0
1969,46,2,1,3,29,video,4,6,1209,4558,1
70835,4907,380,141,354,21,video,4,6,2934,89902,2
9344,280,13,13,16,2,image,0,1,2657,4812,1
1000,30,0,0,2,28,reel,2,5,329,4865,1
562686,7840,440,349,313,3,image,7,6,3144,180522,2
7691,660,18,31,60,14,image,1,6,1356,7501,1
16184,370,17,7,30,19,video,9,3,3111,6716,1
16633,192,4,7,7,17,image,1,6,2800,4597,1
4181,130,6,4,5,16,reel,0,1,1762,5405,1
2187,117,8,5,6,21,reel,13,3,2472,6316,1
369170,15075,423,503,1094,30,video,13,2,1623,414290,2
49304,2344,116,97,117,6,image,19,2,2850,47373,2
35578,1199,42,28,50,24,image,10,1,570,16086,2
22864,789,28,27,30,0,reel,20,4,2220,29755,2
1331,60,3,2,3,29,image,11,5,172,3620,0
80785,1866,121,90,161,12,reel,6,5,2643,31979,2
1776,98,7,1,8,22,reel,3,5,3403,4875,1
13492,203,7,2,11,7,image,11,0,2783,5068,1
1000,35,0,1,2,28,image,9,2,2656,3432,0
1000,85,3,2,7,16,image,12,4,2994,2016,0
14370,669,36,7,41,21,image,23,2,2118,13733,2
1888,87,5,2,10,6,reel,1,1,2253,1861,0
1000,22,1,1,2,16,video,8,1,2142,2411,0
21441,702,50,34,57,23,video,3,3,1739,16752,2
368113,4201,91,96,314,17,image,19,2,114,96753,2
98835,4659,367,192,346,5,image,12,4,323,83944,2
5099,206,16,5,11,27,image,2,4,1673,4724,1
8233,523,11,13,19,7,reel,19,1,1018,11403,1
40049,417,16,16,43,3,video,2,4,3366,11914,1
61073,1826,120,37,203,19,image,18,4,3597,47503,2
4366,235,11,6,27,17,reel,23,0,1703,7637,1
8617,462,9,9,30,14,image,12,5,2553,9022,1
13920,505,20,7,58,12,video,15,5,2133,11903,1
21959,416,22,10,38,0,reel,0,6,934,23512,2
6377,166,12,8,11,20,video,15,6,1395,6479,1
6527,392,27,10,44,6,reel,3,1,1422,4986,1
97119,5913,453,220,692,18,reel,10,5,410,132773,2
71477,4223,203,90,329,27,image,12,6,97,36379,2
19136,1456,98,64,145,12,video,18,0,1201,19048,2
178866,4416,115,154,441,17,reel,18,4,3296,240124,2
4041,163,8,7,13,21,image,22,5,338,5910,1
150444,2104,157,48,143,18,reel,18,0,1914,145036,2
21515,1083,76,34,45,16,reel,1,0,2125,18608,2
2922199,10424,618,183,1248,14,image,16,2,2441,1631671,2
1000,17,0,0,0,5,image,4,0,3584,750,0
2342,103,3,3,4,20,image,22,1,1444,3338,0
17220,1452,88,61,92,19,image,20,1,1343,11850,1
16564,536,21,9,35,12,video,7,1,1874,10370,1
271101,12227,486,466,660,0,video,1,3,3138,170469,2
2433,87,6,3,3,0,image,21,6,2153,1556,0
41309,2200,46,64,244,25,video,8,5,184,41512,2
65672,1421,61,57,108,3,image,20,0,1652,54709,2
28806,1131,38,38,132,28,reel,1,5,1858,31018,2
1436,83,1,3,9,1,reel,6,5,3216,1317,0
102126,5617,185,227,418,2,image,9,2,2399,88105,2
74071,4013,124,182,260,6,image,3,2,2488,63803,2
23843,680,34,16,36,7,reel,10,3,1185,18502,2
11705,419,19,17,50,9,image,22,6,2662,9304,1
12173,275,13,13,23,3,reel,4,1,386,5119,1
7032,126,9,2,13,3,image,10,3,739,4469,1
25678,206,10,6,24,23,image,1,6,819,18045,2
8570,310,18,13,15,28,video,15,4,1726,8553,1
1759,57,3,1,6,2,image,10,1,283,1432,0
1227,45,2,1,4,19,reel,12,5,1906,3726,0
2092,134,5,5,9,16,reel,12,1,3246,3545,0
12086,581,43,24,67,21,video,15,1,1467,7710,1
7719,417,19,7,34,12,image,17,6,46,4079,1
11939,224,12,5,14,7,reel,23,5,1025,16529,2
19959,1581,84,40,70,23,reel,17,1,281,37251,2
2619,20,1,0,1,20,image,20,5,2335,2862,0
113344,8445,439,115,841,19,image,1,1,2911,70635,2
5004,28,1,1,1,4,image,2,2,1074,3842,0
3713,371,17,16,23,16,image,10,6,1115,4765,1
19308,1080,72,51,37,28,reel,3,2,1195,29483,2
1000,48,1,2,3,15,reel,20,0,1350,2906,0
1952,87,6,4,7,27,reel,20,6,2551,5267,1
47378,1581,111,21,168,24,video,14,0,1140,28284,2
1000,4,0,0,0,11,reel,11,6,1416,2578,0
60574,2835,110,37,115,14,image,20,3,3255,62635,2
123013,5152,382,191,169,9,image,13,1,2791,81833,2
4167,311,11,15,35,13,video,22,2,3392,3862,0
13701,570,22,6,43,5,image,19,0,1323,8713,1
60739,1669,55,51,87,0,reel,8,6,3393,82754,2
3497,22,0,0,0,22,reel,15,6,1111,4700,1
38638,1140,55,18,44,8,image,3,5,1142,19744,2
2420,71,4,3,6,27,image,1,1,3480,2847,0
3430,152,9,3,11,11,image,2,3,755,3221,0
1922,51,1,1,4,20,image,23,4,2993,2365,0
15014,954,49,46,51,17,video,3,0,3028,12512,2
65143,2497,99,49,173,7,reel,4,4,3383,68045,2
5817,177,10,4,15,20,image,16,1,3104,5245,1
1000,46,2,1,2,13,reel,4,5,3012,2024,0
1154,35,2,1,1,29,reel,2,6,1312,5245,1
16486,1113,77,37,47,11,image,16,2,2044,11625,1
224001,8987,557,261,845,8,image,22,1,2122,89471,2
16460,641,32,13,52,0,image,3,2,1088,5776,1
4038,125,6,2,8,16,video,15,0,1444,4030,1
32180,368,17,16,29,15,reel,12,1,3110,18176,2
5265,77,5,1,3,23,video,22,1,84,5468,1
4101,137,10,6,14,5,reel,22,0,310,4042,1
1443,58,4,0,5,9,video,13,5,1517,2648,0
102253,2350,131,106,108,7,image,21,3,2824,62472,2
1000,39,2,1,4,17,image,4,6,3270,2297,0
34069,398,17,4,26,8,reel,14,2,2505,34624,2
3516,82,1,2,5,12,image,4,1,3136,2511,0
3871,175,10,7,13,28,reel,0,3,568,6610,1
170444,7022,533,243,711,12,image,18,1,405,91325,2
2240,74,5,3,3,30,image,13,5,1852,3612,0
2382,81,5,1,4,1,video,0,5,1141,1429,0
6407,113,4,5,12,14,video,19,4,3213,4038,1
17067,1113,69,35,127,0,reel,21,1,297,15238,2
3657,222,12,5,22,17,image,9,5,1351,3457,0
1000,37,1,1,1,9,image,0,2,1109,1028,0
1705,22,0,0,1,5,video,7,6,2178,2218,0
81340,2256,123,63,158,28,video,14,2,1107,23141,2
9270,793,30,12,29,20,image,1,4,3437,7481,1
18250,220,13,9,8,5,image,9,2,222,11832,1
5061,170,13,4,18,22,video,5,6,292,6655,1
2472,7,0,0,0,1,video,14,0,3271,1969,0
165980,9002,320,417,489,15,image,4,6,1936,126855,2
5774,387,18,17,16,19,reel,18,5,3071,10687,1
3647,83,4,3,6,4,image,7,0,1695,1146,0
58282,2831,179,31,278,29,image,2,1,3391,49593,2
2207,99,2,4,5,2,image,6,2,1746,1067,0
2778,76,3,1,7,1,image,22,2,2725,861,0
8253,457,32,12,20,15,video,19,4,3634,11300,1
8107,356,7,16,22,23,image,14,4,2782,4724,1
12929,613,39,8,31,16,image,4,1,974,6356,1
349760,7453,542,114,528,3,image,9,5,2880,215843,2
14842,433,29,14,51,2,image,11,0,1422,5716,1
1000,24,1,0,2,4,image,23,4,2475,449,0
14579,264,17,6,12,30,image,7,5,2404,12394,2
8674,764,39,32,89,29,image,19,2,667,9742,1
8762,658,31,30,60,2,reel,6,2,1069,12276,2
12615,1003,21,49,71,21,image,3,0,673,7674,1
7695,338,7,5,38,25,image,18,0,276,7397,1
7370,212,12,7,20,17,video,2,3,1841,8143,1
24427,153,5,6,14,4,image,18,0,755,4945,1
3054,420,16,8,20,5,image,22,3,2530,3271,0
1471,61,4,1,2,21,image,3,6,886,2814,0
1872540,79235,2113,815,8549,17,image,14,2,137,671977,2
2233,70,2,1,6,5,image,3,4,564,1722,0
9703,355,21,5,36,1,image,11,4,2008,3137,0
1000,7,0,0,0,13,image,11,5,487,1926,0
9993,299,15,10,33,12,image,1,5,3242,9346,1
1510,65,1,0,4,30,image,4,4,2736,3078,0
3653,277,18,9,17,21,reel,13,0,486,7610,1
53162,2797,162,35,143,13,video,20,5,3139,39756,2
18951,1081,61,19,42,17,reel,6,5,1163,24236,2
22542,727,24,33,53,16,image,20,2,3276,9976,1
1000,38,2,1,2,20,video,4,4,3603,2761,0
221109,1250,47,51,50,18,reel,0,5,938,114131,2
1000,136,7,3,11,3,image,9,2,1220,1186,0
126932,4607,117,66,288,16,reel,0,1,547,63875,2
50959,2957,76,134,210,23,reel,0,4,134,41645,2
22907,1472,46,24,111,28,image,7,2,1893,25519,2
1738,125,4,2,7,29,image,14,4,2505,3796,0
10645,142,3,5,13,20,image,23,2,2030,4624,1
3471,131,3,4,9,28,video,14,5,3588,4942,1
8537,222,16,10,15,0,reel,16,1,446,11062,1
5167,244,12,12,16,2,video,16,2,865,4385,1
1000,20,1,0,0,5,image,12,3,3253,627,0
61035,1959,73,37,194,3,image,0,4,812,22433,2
7002,341,7,12,39,20,video,8,5,1342,10154,1
3385,131,10,2,5,15,video,4,3,1593,3842,0
2955,109,2,3,6,16,video,13,6,801,3468,0
15447,944,65,23,100,16,video,18,2,1970,19088,2
1621,52,3,2,4,15,reel,10,5,2901,3668,0
1000,13,0,0,0,26,video,13,0,2979,3141,0
16862,480,31,9,42,6,video,15,3,1693,9050,1
20627,394,25,5,44,11,video,0,6,3627,20764,2
5657,247,17,12,12,2,reel,17,6,1165,7648,1
1026,36,1,0,3,15,reel,17,0,2973,2820,0
9509,158,5,2,16,10,video,23,2,3208,8765,1
1000,59,3,1,2,6,reel,9,4,1083,1880,0
1275,15,0,0,1,17,reel,23,0,224,3287,0
2098,20,0,0,2,29,image,6,2,2876,3590,0
37015,785,44,17,75,23,reel,9,6,349,39317,2
4218,116,4,1,8,3,reel,18,5,2314,5951,1
3618,67,4,2,5,10,image,11,3,1811,3486,0
273333,2016,158,41,178,28,image,8,3,1807,97635,2
15282,845,20,36,37,6,image,13,2,2698,9346,1
14916,686,22,24,38,27,video,10,1,2328,11342,1
4165,251,12,7,9,27,reel,2,4,2219,7649,1
2769,172,3,8,10,1,image,20,1,1622,2861,0
1000,31,0,0,3,30,reel,18,5,2553,7162,1
46338,1639,121,28,179,24,reel,3,2,2319,60228,2
18159,972,22,32,61,15,video,5,5,2123,17307,2
5869,158,5,2,13,10,video,13,3,2698,2440,0
6329,534,24,11,44,14,video,10,6,465,9887,1
30487,655,13,30,47,6,image,2,4,79,16557,2
1000,22,1,1,2,24,image,8,6,158,2256,0
2802,267,18,7,11,12,image,23,5,2261,2833,0
1048,5,0,0,0,13,image,6,5,2753,1633,0
196558,3706,118,121,227,28,video,7,2,584,105245,2
39190,2066,151,27,242,1,reel,19,0,240,71073,2
1000,59,3,1,6,12,image,21,5,1248,1934,0
1000,24,1,0,2,18,video,4,4,2888,2896,0
6385,154,6,3,12,7,image,8,1,1636,3529,0
3462,123,6,2,10,5,image,20,0,2444,2975,0
1000,51,1,1,3,16,image,20,6,3550,2544,0
268490,22725,1067,742,1271,5,image,9,3,1898,173698,2
14222,1026,62,23,31,12,reel,18,0,1208,24035,2
19047,768,34,36,24,2,image,7,6,147,7731,1
2331,52,3,2,6,0,image,5,5,2996,1220,0
29735,2962,190,100,287,22,image,22,3,2743,33372,2
4085,30,1,0,2,5,reel,15,1,1250,4625,1
4865,50,2,1,5,0,image,18,1,2303,3033,0
24338,1234,38,46,104,0,reel,5,4,860,27233,2
1000,85,5,2,7,17,video,0,1,2450,2943,0
143580,6097,421,216,616,16,video,0,3,1601,129928,2
11251,423,10,6,17,18,image,16,0,763,8223,1
81283,1545,113,36,72,19,reel,7,4,355,28994,2
1169,68,5,3,5,20,reel,12,2,103,3724,0
1538,34,2,0,1,22,image,17,6,2996,2380,0
1000,21,0,0,1,26,image,18,4,284,2860,0
12714,261,15,11,27,6,image,4,4,1834,7253,1
9124,477,19,5,50,2,reel,13,3,475,10716,1
3512,133,5,6,7,24,reel,15,1,2519,5618,1
1305,26,0,1,1,2,image,13,5,1440,1032,0
1000,30,1,1,3,12,image,18,2,2918,1851,0
7425,84,4,3,9,19,image,8,1,356,4847,1
3504,169,7,7,9,1,reel,7,0,1510,3683,0
2358,112,4,1,12,30,image,7,3,1492,3737,0
131237,1183,52,44,129,28,image,2,2,1662,48318,2
6987,547,25,12,33,25,reel,1,0,1069,10648,1
79704,2589,125,116,162,21,image,14,2,948,41733,2
3103,95,2,2,10,24,video,23,6,3479,5018,1
12589,181,7,7,17,17,video,3,4,2616,7394,1
7333,550,13,9,47,23,reel,6,0,1682,10924,1
1000,36,2,0,4,1,video,0,6,3043,813,0
105980,5867,301,255,632,6,image,5,6,284,44252,2
6353,140,9,3,5,0,reel,3,1,2109,2840,0
31056,1846,84,57,138,3,reel,23,3,2492,22486,2
2092,67,1,2,7,17,image,6,5,169,3537,0
6022,526,19,8,21,23,video,22,3,2591,11585,1
1702,19,0,0,0,27,video,16,6,2606,3619,0
74966,2176,100,50,233,4,video,7,3,1941,49498,2
14193,120,8,5,11,20,image,7,4,2444,6518,1
